species;year;location_name;longitude;latitude
MAIZE;2016;GGR;7,582905;52,128272
MAIZE;2016;PPZ;17,484896;52,521842
MAIZE;2016;KPR;32,468111;50,509119
MAIZE;2016;FCN;-0,5832;49,2679
MAIZE;2017;STE;40,039243;45,488604
MAIZE;2017;RBL;26,414888;44,463446
MAIZE;2017;SPI;43,22895;44,016617
MAIZE;2017;FOB;7,395596;48,029308
MAIZE;2017;AWE;16,045781;46,94775
MAIZE;2017;FML;-0,73222;43,853705
MAIZE;2017;FLI;-0,851214;44,325529
MAIZE;2017;HSD;18,121795;46,424391
MAIZE;2017;FAI;4,821708;45,977877
MAIZE;2017;FFC;-1,165189;46,480313
MAIZE;2017;YNS;19,845512;45,327012
MAIZE;2017;KPR;32,506362;50,522844
MAIZE;2017;GGR;7,585987;52,119931
MAIZE;2017;GAX;7,402482;52,289276
MAIZE;2017;SVO;39,19882;51,57614
MAIZE;2017;KSU;33,329517;51,006617
MAIZE;2017;FBO;2,446963;49,631192
MAIZE;2017;FSB;-3,0435;48,5693
MAIZE;2017;FCN;-0,5711;49,27
MAIZE;2017;PPZ;17,48472;52,52117
MAIZE;2017;SKU;37,23564;51,50733
MAIZE;2017;IAL;8,488685;45,158573
MAIZE;2017;IBG;9,733354;45,568119
MAIZE;2017;EZA;-0,763016;41,982113
MAIZE;2017;ECO;-4,917654;37,839251
MAIZE;2017;RCA;27,14889;44,160586
MAIZE;2017;EBA;-6,166299;38,927653
MAIZE;2017;IBR;12,803459;45,619334
MAIZE;2017;FMC;1,236274;43,808278
MAIZE;2017;FSY;-0,696166;43,921116
MAIZE;2016;FBO;2,444304;49,631295
MAIZE;2016;PPZ;17,484896;52,521842
MAIZE;2016;FSB;-3,0323;48,57
MAIZE;2016;GGR;7,582905;52,128272
MAIZE;2016;KPR;32,468111;50,509119
MAIZE;2016;FBO;2,444304;49,631295
MAIZE;2016;FCN;-0,5832;49,2679
MAIZE;2016;FBE;3,2465;48,5449
MAIZE;2016;GAJ;11,934934;51,734219
MAIZE;2016;FLB;1,8758;48,457
MAIZE;2016;FCN;-0,5832;49,2679
MAIZE;2016;GRE;12,313286;48,978784
MAIZE;2016;FLB;1,8758;48,457
MAIZE;2016;KMO;34,534627;48,86377
MAIZE;2016;FBE;3,2465;48,5449
MAIZE;2016;GAJ;11,934934;51,734219
MAIZE;2016;GRE;12,313286;48,978784
MAIZE;2016;KSU;34,997345;50,259005
MAIZE;2016;GAB;9,293206;49,332171
MAIZE;2016;FCN;-0,5832;49,2679
MAIZE;2016;GAB;9,293206;49,332171
MAIZE;2016;FCN;-0,5832;49,2679
MAIZE;2016;GAJ;11,934934;51,734219
MAIZE;2016;KSU;34,997345;50,259005
MAIZE;2016;FBE;3,2465;48,5449
MAIZE;2016;FLB;1,8758;48,457
MAIZE;2016;KMO;34,534627;48,86377
MAIZE;2016;GRE;12,313286;48,978784
MAIZE;2016;FCN;-0,5832;49,2679
MAIZE;2016;KSU;34,997345;50,259005
MAIZE;2016;GRE;12,313286;48,978784
MAIZE;2016;KMO;34,534627;48,86377
MAIZE;2016;GAB;9,293206;49,332171
MAIZE;2016;FBE;3,2465;48,5449
MAIZE;2016;FLB;1,8758;48,457
MAIZE;2016;GAJ;11,934934;51,734219
MAIZE;2016;GRE;12,313286;48,978784
MAIZE;2016;GAB;9,293206;49,332171
MAIZE;2016;FLB;1,8758;48,457
MAIZE;2016;GAJ;11,934934;51,734219
MAIZE;2016;FCN;-0,5832;49,2679
MAIZE;2016;FBE;3,2465;48,5449
MAIZE;2016;KMO;34,534627;48,86377
MAIZE;2016;GAN;9,14563;49,279945
MAIZE;2016;KIR;31,900397;48,560394
MAIZE;2016;FAP;7,52128;48,49359
MAIZE;2016;GAJ;11,934934;51,734219
MAIZE;2016;KSU;34,997345;50,259005
MAIZE;2016;FSE;1,2353;47,7623
MAIZE;2016;FLB;1,8758;48,457
MAIZE;2016;GAJ;11,934934;51,734219
MAIZE;2016;FLB;1,8758;48,457
MAIZE;2016;FBE;3,2465;48,5449
MAIZE;2016;FCN;-0,5832;49,2679
MAIZE;2016;GRE;12,319757;48,982429
MAIZE;2016;FCN;-0,5832;49,2679
MAIZE;2016;GAJ;11,934934;51,734219
MAIZE;2016;FLB;1,8758;48,457
MAIZE;2016;FBE;3,2465;48,5449
MAIZE;2016;GRE;12,319757;48,982429
MAIZE;2016;GRE;12,319757;48,982429
MAIZE;2016;FLB;1,8758;48,457
MAIZE;2016;FCN;-0,5832;49,2679
MAIZE;2016;FBE;3,2465;48,5449
MAIZE;2016;GAJ;11,934934;51,734219
MAIZE;2016;FAP;7,52128;48,49359
MAIZE;2016;FOB;7,395596;48,029308
MAIZE;2016;FFC;-1,165189;46,480313
MAIZE;2016;GAN;9,14563;49,279945
MAIZE;2016;FLT;1,6643;47,7842
MAIZE;2016;RIA;27,674303;44,695951
MAIZE;2016;FLT;1,6643;47,7842
MAIZE;2016;FCE;-0,367833;47,597704
MAIZE;2016;GAN;9,14563;49,279945
MAIZE;2017;KOL;32,95283;48,62791
MAIZE;2017;KPO;34,943204;49,622878
MAIZE;2017;FAP;7,525692;48,49619
MAIZE;2017;FSE;1,2394;47,7597
MAIZE;2017;FLT;1,6644;47,7842
MAIZE;2017;GHE;9,156153;49,248397
MAIZE;2017;FLB;1,8621;48,45
MAIZE;2017;FBE;3,244;48,552
MAIZE;2017;FLB;1,8621;48,45
MAIZE;2017;FCN;-0,5711;49,27
MAIZE;2017;GAJ;11,924427;51,708983
MAIZE;2017;GAJ;11,924427;51,708983
MAIZE;2017;FBE;3,244;48,552
MAIZE;2017;FLB;1,8621;48,45
MAIZE;2017;PWR;16,88116;51,2191
MAIZE;2017;FCN;-0,5711;49,27
MAIZE;2017;PPZ;17,48472;52,52117
MAIZE;2017;FLB;1,8621;48,45
MAIZE;2017;KPR;32,506362;50,522844
MAIZE;2017;GAJ;11,924427;51,708983
MAIZE;2017;KSU;33,329517;51,006617
MAIZE;2017;KPO;34,943204;49,622878
MAIZE;2017;PWR;16,88116;51,2191
MAIZE;2017;FCN;-0,5711;49,27
MAIZE;2017;PWR;16,88116;51,2191
MAIZE;2017;KBP;31,056522;50,251299
MAIZE;2017;GAJ;11,924427;51,708983
MAIZE;2017;FSE;1,2394;47,7597
MAIZE;2017;FLB;1,8621;48,45
MAIZE;2017;FAP;7,525692;48,49619
MAIZE;2017;KPO;34,943204;49,622878
MAIZE;2017;KSU;33,329517;51,006617
MAIZE;2017;KBP;31,056522;50,251299
MAIZE;2017;KPO;34,943204;49,622878
MAIZE;2017;KOL;32,95283;48,62791
MAIZE;2017;KPR;32,506362;50,522844
MAIZE;2017;KPR;32,506362;50,522844
MAIZE;2017;KPO;34,943204;49,622878
MAIZE;2017;KOL;32,95283;48,62791
MAIZE;2017;KSU;33,329517;51,006617
MAIZE;2017;KBP;31,056522;50,251299
MAIZE;2017;FLT;1,6644;47,7842
MAIZE;2017;FAP;7,525692;48,49619
MAIZE;2017;FFC;-1,165189;46,480313
MAIZE;2017;FOB;7,395596;48,029308
MAIZE;2017;KPO;34,943204;49,622878
MAIZE;2017;KOL;32,95283;48,62791
MAIZE;2017;FOB;7,395596;48,029308
MAIZE;2017;BPL;25,323655;43,21151
MAIZE;2017;FSJ;-0,491433;45,91289
MAIZE;2017;FST;-0,556362;43,632441
MAIZE;2017;RIA;27,677831;44,675432
MAIZE;2017;RAL;25,202719;43,902477
MAIZE;2017;FFC;-1,165189;46,480313
MAIZE;2017;FSJ;-0,491433;45,91289
MAIZE;2017;FST;-0,556362;43,632441
MAIZE;2017;RIA;27,675036;44,694149
MAIZE;2017;FML;-0,73222;43,853705
MAIZE;2017;RBL;26,414888;44,463446
MAIZE;2017;RAL;25,202719;43,902477
MAIZE;2017;BPL;25,323655;43,21151
MAIZE;2017;RIA;27,677831;44,675432
MAIZE;2017;FFC;-1,165189;46,480313
MAIZE;2017;FOB;7,395596;48,029308
MAIZE;2017;FSY;-0,696166;43,921116
MAIZE;2017;RIA;27,675036;44,694149
MAIZE;2017;FMC;1,236274;43,808278
MAIZE;2017;FSO;-0,7280833;43,7729833
MAIZE;2017;FLR;0,009581;44,556561
MAIZE;2017;FLR;0,009581;44,556561
MAIZE;2017;EZA;-0,763016;41,982113
MAIZE;2017;IBS;9,684601;45,30204
MAIZE;2017;IBR;12,803459;45,619334
MAIZE;2017;FDM;4,913667;44,757492
MAIZE;2017;FMC;1,236274;43,808278
MAIZE;2017;FSO;-0,7280833;43,7729833
MAIZE;2017;FST;-0,556362;43,632441
MAIZE;2017;RIA;27,675036;44,694149
MAIZE;2017;FDM;4,913667;44,757492
MAIZE;2017;FLR;0,009581;44,556561
MAIZE;2017;FSY;-0,696166;43,921116
MAIZE;2017;KBP;31,056522;50,251299
MAIZE;2017;FLT;1,6644;47,7842
MAIZE;2017;FSE;1,2394;47,7597
MAIZE;2017;FAP;7,525692;48,49619
MAIZE;2017;KSU;33,329517;51,006617
MAIZE;2017;FLB;1,8621;48,45
MAIZE;2017;GHE;9,156153;49,248397
MAIZE;2017;GAJ;11,924427;51,708983
MAIZE;2017;KMO;34,613711;48,881879
MAIZE;2017;FSJ;-0,491433;45,91289
MAIZE;2017;RBL;26,414888;44,463446
MAIZE;2017;BPL;25,323655;43,21151
MAIZE;2017;RIA;27,677831;44,675432
MAIZE;2017;FFC;-1,165189;46,480313
MAIZE;2017;RAL;25,202719;43,902477
MAIZE;2017;HSD;18,121795;46,424391
MAIZE;2017;FML;-0,73222;43,853705
MAIZE;2017;FOB;7,395596;48,029308
MAIZE;2017;RIA;27,675036;44,694149
MAIZE;2017;FST;-0,556362;43,632441
MAIZE;2017;KMO;34,613711;48,881879
MAIZE;2017;FCG;-0,333764;43,815316
MAIZE;2017;FCG;-0,333764;43,815316
MAIZE;2017;FCG;-0,333764;43,815316
MAIZE;2017;FCG;-0,333764;43,815316
MAIZE;2017;GAJ;11,924427;51,708983
MAIZE;2017;BPL;25,323655;43,21151
MAIZE;2017;BPL;25,323655;43,21151
MAIZE;2017;FDM;4,913667;44,757492
MAIZE;2017;FDM;4,913667;44,757492
MAIZE;2017;GAN;9,148973;49,281739
MAIZE;2017;GAM;10,59493;48,800492
MAIZE;2017;FDB;0,3626;48,277
MAIZE;2017;GAW;8,232741;51,682111
MAIZE;2017;FSB;-3,0435;48,5693
MAIZE;2017;PWR;16,88116;51,2191
MAIZE;2017;PWR;16,88116;51,2191
MAIZE;2017;PWR;16,88116;51,2191
MAIZE;2017;RIA;27,675036;44,694149
MAIZE;2017;RIA;27,675036;44,694149
MAIZE;2017;GGR;7,585987;52,119931
MAIZE;2017;FBO;2,446963;49,631192
MAIZE;2017;FSB;-3,0196;48,5619
MAIZE;2017;PPZ;17,48472;52,52117
MAIZE;2017;FCN;-0,5711;49,27
MAIZE;2017;FCN;-0,5711;49,27
MAIZE;2017;FSB;-3,0196;48,5619
MAIZE;2017;FBO;2,446963;49,631192
MAIZE;2017;PPZ;17,48472;52,52117
MAIZE;2017;GGR;7,585987;52,119931
MAIZE;2017;FBE;3,244;48,552
MAIZE;2017;FCN;-0,5711;49,27
MAIZE;2017;FLB;1,8621;48,45
MAIZE;2017;FSE;1,2394;47,7597
MAIZE;2017;GAJ;11,924427;51,708983
MAIZE;2017;FLT;1,6644;47,7842
MAIZE;2017;GHE;9,156153;49,248397
MAIZE;2017;FSE;1,2394;47,7597
MAIZE;2017;FLB;1,8621;48,45
MAIZE;2017;FAP;7,525692;48,49619
MAIZE;2017;FAP;7,525692;48,49619
MAIZE;2017;FLB;1,8621;48,45
MAIZE;2017;FLT;1,6644;47,7842
MAIZE;2017;GHE;9,156153;49,248397
MAIZE;2017;FSE;1,2394;47,7597
MAIZE;2017;GGR;7,585987;52,119931
MAIZE;2017;FCN;-0,5711;49,27
MAIZE;2017;FBO;2,446963;49,631192
MAIZE;2017;FSB;-3,0196;48,5619
MAIZE;2017;PPZ;17,48472;52,52117
MAIZE;2017;KPR;32,506362;50,522844
MAIZE;2017;ICN;7,629597;44,80321
MAIZE;2017;FSO;-0,7280833;43,7729833
MAIZE;2017;FDM;4,913667;44,757492
MAIZE;2017;FLR;0,009581;44,556561
MAIZE;2017;IBS;9,684601;45,30204
MAIZE;2017;RCA;27,14889;44,160586
MAIZE;2017;FOB;7,395596;48,029308
MAIZE;2017;RBL;26,414888;44,463446
MAIZE;2017;HSD;18,121795;46,424391
MAIZE;2017;RIA;27,677831;44,675432
MAIZE;2017;RAL;25,202719;43,902477
MAIZE;2017;FML;-0,73222;43,853705
MAIZE;2017;KOL;32,95283;48,62791
MAIZE;2017;FST;-0,556362;43,632441
MAIZE;2017;FSJ;-0,491433;45,91289
MAIZE;2017;FFC;-1,165189;46,480313
MAIZE;2017;BPL;25,323655;43,21151
MAIZE;2017;FCN;-0,5711;49,27
MAIZE;2017;PWR;16,88116;51,2191
MAIZE;2017;PWR;16,88116;51,2191
MAIZE;2017;PWR;16,88116;51,2191
MAIZE;2017;PWR;16,88116;51,2191
MAIZE;2017;GAJ;11,924427;51,708983
MAIZE;2017;FML;-0,73222;43,853705
MAIZE;2017;FSE;1,2394;47,7597
MAIZE;2017;FAP;7,532147;48,494332
MAIZE;2017;FST;-0,556362;43,632441
MAIZE;2017;RAL;25,202719;43,902477
MAIZE;2017;GGR;7,585987;52,119931
MAIZE;2017;FBO;2,446963;49,631192
MAIZE;2017;FSB;-3,0196;48,5619
MAIZE;2017;PPZ;17,48472;52,52117
MAIZE;2017;FCN;-0,5711;49,27
MAIZE;2017;FLT;1,6644;47,7842
MAIZE;2017;FLB;1,8621;48,45
MAIZE;2017;FAP;7,525692;48,49619
MAIZE;2017;GHE;9,156153;49,248397
MAIZE;2017;FSE;1,2394;47,7597
MAIZE;2017;FLT;1,6644;47,7842
MAIZE;2017;FSE;1,2394;47,7597
MAIZE;2017;GHE;9,156153;49,248397
MAIZE;2017;FAP;7,525692;48,49619
MAIZE;2017;FLB;1,8621;48,45
MAIZE;2017;GHE;9,156153;49,248397
MAIZE;2017;FLB;1,8621;48,45
MAIZE;2017;FAP;7,525692;48,49619
MAIZE;2017;FLT;1,6644;47,7842
MAIZE;2017;FSE;1,2394;47,7597
MAIZE;2017;KSU;33,329517;51,006617
MAIZE;2017;FSB;-3,0196;48,5619
MAIZE;2017;KPR;32,506362;50,522844
MAIZE;2017;FCN;-0,5711;49,27
MAIZE;2017;PPZ;17,48472;52,52117
MAIZE;2017;FBO;2,446963;49,631192
MAIZE;2017;GGR;7,585987;52,119931
MAIZE;2017;KBP;31,056522;50,251299
MAIZE;2017;GGR;7,585987;52,119931
MAIZE;2017;KBP;31,056522;50,251299
MAIZE;2017;PPZ;17,48472;52,52117
MAIZE;2017;FCN;-0,5711;49,27
MAIZE;2017;KPR;32,506362;50,522844
MAIZE;2017;KSU;33,329517;51,006617
MAIZE;2017;FBO;2,446963;49,631192
MAIZE;2017;FSB;-3,0196;48,5619
MAIZE;2017;FAP;7,525692;48,49619
MAIZE;2017;GAJ;11,924427;51,708983
MAIZE;2017;FSE;1,2394;47,7597
MAIZE;2017;FLB;1,8621;48,45
MAIZE;2017;FLB;1,8621;48,45
MAIZE;2017;PWR;16,88116;51,2191
MAIZE;2017;GAJ;11,924427;51,708983
MAIZE;2017;FBE;3,244;48,552
MAIZE;2017;FCN;-0,5711;49,27
MAIZE;2017;PPZ;17,48472;52,52117
MAIZE;2017;KSU;33,329517;51,006617
MAIZE;2017;KOL;32,95283;48,62791
MAIZE;2017;KPR;32,506362;50,522844
MAIZE;2017;KBP;31,056522;50,251299
MAIZE;2016;GHS;9,14028;49,305345
MAIZE;2016;GAJ;11,934934;51,734219
MAIZE;2016;FSE;1,2353;47,7623
MAIZE;2016;GAB;9,099874;49,271318
MAIZE;2016;GAF;8,659395;53,723779
MAIZE;2016;FPZ;-4,651075;48,512341
MAIZE;2016;GAK;10,186742;48,077239
MAIZE;2016;FSB;-3,0323;48,57
MAIZE;2016;GAM;10,567145;48,80884
MAIZE;2016;GAW;8,265049;51,688834
MAIZE;2016;FFO;-1,0767;48,322328
MAIZE;2016;GAJ;11,934934;51,734219
MAIZE;2016;FVD;5,69084;49,087905
MAIZE;2016;GAW;8,265049;51,688834
MAIZE;2016;GAM;10,585112;48,80402
MAIZE;2016;FCN;-0,5832;49,2679
MAIZE;2016;GWB;12,384267;53,185481
MAIZE;2016;GAM;10,567145;48,80884
MAIZE;2016;FCN;-0,5832;49,2679
MAIZE;2016;FFO;-1,0767;48,322328
MAIZE;2016;GAJ;11,934934;51,734219
MAIZE;2016;GAK;10,186742;48,077239
MAIZE;2016;GAW;8,265049;51,688834
MAIZE;2016;GAB;9,099874;49,271318
MAIZE;2016;GWB;12,384267;53,185481
MAIZE;2016;FDB;0,296;48,228122
MAIZE;2016;FVD;5,686189;49,092381
MAIZE;2016;GAI;13,026441;48,67939
MAIZE;2016;FSE;1,2353;47,7623
MAIZE;2016;GAJ;11,934934;51,734219
MAIZE;2016;FDB;0,296;48,228122
MAIZE;2016;FFC;-1,165189;46,480313
MAIZE;2016;GAN;9,143548;49,28048
MAIZE;2016;GAM;10,585112;48,80402
MAIZE;2016;GAB;9,099874;49,271318
MAIZE;2016;FVD;5,686189;49,092381
MAIZE;2016;FDB;0,296;48,228122
MAIZE;2017;BPL;25,323655;43,21151
MAIZE;2017;RBL;26,414888;44,463446
MAIZE;2017;RAL;25,202719;43,902477
MAIZE;2017;BPL;25,323655;43,21151
MAIZE;2017;RBL;26,414888;44,463446
MAIZE;2017;RIA;27,675036;44,694149
MAIZE;2017;FSO;-0,7280833;43,7729833
MAIZE;2017;FSY;-0,696166;43,921116
MAIZE;2017;FMC;1,236274;43,808278
MAIZE;2017;FSY;-0,696166;43,921116
MAIZE;2017;FSO;-0,7280833;43,7729833
MAIZE;2017;FLR;0,009581;44,556561
MAIZE;2017;FDM;4,913667;44,757492
MAIZE;2017;EZA;-0,763016;41,982113
MAIZE;2017;FMC;1,236274;43,808278
MAIZE;2017;EZA;-0,763016;41,982113
MAIZE;2017;FDM;4,913667;44,757492
MAIZE;2017;GHH;9,348925;52,3699
MAIZE;2017;FPI;2,198264;50,064606
MAIZE;2017;FTR;-2,884014;48,548443
MAIZE;2017;FSB;-3,0435;48,5693
MAIZE;2017;GAF;8,653902;53,746376
MAIZE;2017;GWB;12,639791;53,301572
MAIZE;2017;GAW;8,232741;51,682111
MAIZE;2017;GAU;8,260935;52,808869
MAIZE;2017;FET;-0,772659;49,318967
MAIZE;2017;NAS;6,531311;53,055541
MAIZE;2017;NBI;5,820321;52,536874
MAIZE;2017;FFP;3,3378;50,119
MAIZE;2017;FPZ;-4,67134;48,52294
MAIZE;2017;GAK;10,186688;48,05079
MAIZE;2017;FAE;2,490809;49,833333
MAIZE;2017;GAM;10,59493;48,800492
MAIZE;2017;PPZ;17,48472;52,52117
MAIZE;2017;FFO;-1,071527;48,321366
MAIZE;2017;FAE;2,490809;49,833333
MAIZE;2017;FET;-0,772659;49,318967
MAIZE;2017;GHH;9,348925;52,3699
MAIZE;2017;GWB;12,639791;53,301572
MAIZE;2017;FVD;5,6766;49,0963
MAIZE;2017;FCN;-0,5711;49,27
MAIZE;2017;GAK;10,174226;48,07519
MAIZE;2017;FFO;-1,071527;48,321366
MAIZE;2017;GAM;10,586925;48,804239
MAIZE;2017;GAJ;11,924427;51,708983
MAIZE;2017;GAK;10,174226;48,07519
MAIZE;2017;FCN;-0,5711;49,27
MAIZE;2017;FPZ;-4,67134;48,52294
MAIZE;2017;GAM;10,586925;48,804239
MAIZE;2017;FSB;-3,0435;48,5693
MAIZE;2017;PPZ;17,48472;52,52117
MAIZE;2017;FFO;-1,071527;48,321366
MAIZE;2017;GAJ;11,924427;51,708983
MAIZE;2017;FVD;5,6766;49,0963
MAIZE;2017;GAW;8,232741;51,682111
MAIZE;2017;GAN;9,148973;49,281739
MAIZE;2017;FDB;0,3626;48,277
MAIZE;2017;GAJ;11,924427;51,708983
MAIZE;2017;FSE;1,2394;47,7597
MAIZE;2017;FVD;5,6766;49,0963
MAIZE;2017;GAW;8,232741;51,682111
MAIZE;2017;GAF;8,653902;53,746376
MAIZE;2017;FSB;-3,0435;48,5693
MAIZE;2017;GAK;10,174226;48,07519
MAIZE;2017;NAS;6,531311;53,055541
MAIZE;2017;GAU;8,260935;52,808869
MAIZE;2017;FCN;-0,5711;49,27
MAIZE;2017;FPI;2,198264;50,064606
MAIZE;2017;GAN;9,148973;49,281739
MAIZE;2017;GAN;9,148973;49,281739
MAIZE;2017;GAM;10,59493;48,800492
MAIZE;2013;FTA;-0,696166;43,921116
MAIZE;2013;FSO;-0,7280833;43,7729833
MAIZE;2013;FLR;-0,011782;44,55486
MAIZE;2013;FTA;-0,696166;43,921116
MAIZE;2013;FPE;-1,073511;43,528883
MAIZE;2013;FLR;-0,011782;44,55486
MAIZE;2013;FSO;-0,7280833;43,7729833
MAIZE;2013;FSO;-0,7280833;43,7729833
MAIZE;2013;FLR;-0,011782;44,55486
MAIZE;2013;FPE;-1,073511;43,528883
MAIZE;2013;FTA;-0,696166;43,921116
MAIZE;2013;IBG;9,6254;45,574885
MAIZE;2013;IBS;9,685655;45,299728
MAIZE;2013;EBA;-6,4872222;38,8811111
MAIZE;2013;EZA;-0,743702;41,960293
MAIZE;2013;EBA;-6,4872222;38,8811111
MAIZE;2013;IRO;11,887845;45,102655
MAIZE;2013;EZA;-0,760957;41,981272
MAIZE;2013;IBG;9,6254;45,574885
MAIZE;2013;IBS;9,685655;45,299728
MAIZE;2018;FCN;-0,578573;49,265543
MAIZE;2018;PPZ;17,923952;52,579891
MAIZE;2018;FVD;5,689389;49,09331
MAIZE;2018;GAJ;11,907046;51,716555
MAIZE;2018;GAK;10,171822;48,06963
MAIZE;2018;GAM;10,567681;48,81033
MAIZE;2018;FVD;5,689389;49,09331
MAIZE;2018;GAM;10,567681;48,81033
MAIZE;2018;PPZ;17,923952;52,579891
MAIZE;2018;GAK;10,171822;48,06963
MAIZE;2018;FCN;-0,578573;49,265543
MAIZE;2018;GAJ;11,907046;51,716555
MAIZE;2018;GAK;10,171822;48,06963
MAIZE;2017;FPZ;-4,67134;48,52294
MAIZE;2017;FDB;0,3626;48,277
MAIZE;2017;FFP;3,3378;50,119
MAIZE;2017;NBI;5,820321;52,536874
MAIZE;2017;GWB;12,639791;53,301572
MAIZE;2017;FPI;2,198264;50,064606
MAIZE;2017;GAN;9,148973;49,281739
MAIZE;2017;GAF;8,653902;53,746376
MAIZE;2017;GAD;11,890303;48,437697
MAIZE;2017;GAW;8,232741;51,682111
MAIZE;2017;FVD;5,6766;49,0963
MAIZE;2017;GAJ;11,924427;51,708983
MAIZE;2017;GAD;11,890303;48,437697
MAIZE;2017;FFO;-1,071527;48,321366
MAIZE;2017;GAW;8,232741;51,682111
MAIZE;2017;GAJ;11,924427;51,708983
MAIZE;2017;FVD;5,6766;49,0963
MAIZE;2017;FDB;0,3626;48,277
MAIZE;2017;FPI;2,198264;50,064606
MAIZE;2017;PPZ;17,48472;52,52117
MAIZE;2017;FET;-0,772659;49,318967
MAIZE;2022;IPO;11,463178;44,794439
MAIZE;2022;HNI;18,246259;47,988223
MAIZE;2022;FAI;4,835443;45,974299
MAIZE;2022;SKR;38,861407;45,180612
MAIZE;2022;STE;40,009937;45,512426
MAIZE;2022;RCR;23,187066;43,998265
MAIZE;2022;HME;21,13393953;46,3978483
MAIZE;2022;ICN;7,640378;44,804514
MAIZE;2022;IVZ;11,36855;45,356275
MAIZE;2022;IRO;12,104478;45,087389
MAIZE;2022;FMC;1,24505;43,81503
MAIZE;2022;IAL;8,449549;45,153193
MAIZE;2022;IBG;9,733417;45,56616
MAIZE;2022;IBS;9,686759;45,285633
MAIZE;2022;IBO;11,02999;45,0319
MAIZE;2022;EFO;0,211144;42,015516
MAIZE;2022;EBA;-6,175219;38,916633
MAIZE;2022;EZA;0,101799;41,917861
MAIZE;2022;FCI;1,091654;44,023728
MAIZE;2022;IBR;12,832921;45,634185
MAIZE;2022;RTE;27,386525;45,812051
MAIZE;2022;STA;40,812309;46,510863
MAIZE;2022;STE;40,009937;45,512426
MAIZE;2022;HNI;18,246259;47,988223
MAIZE;2022;SPI;43,232079;44,015685
MAIZE;2022;SNO;38,977721;45,339543
MAIZE;2022;GMO;8,068404;52,836578
MAIZE;2022;POP;17,964342;50,578637
MAIZE;2022;SKU;37,423318;51,81703
MAIZE;2022;FSB;-2,997047;48,557128
MAIZE;2022;GAX;7,3382976;52,3002485
MAIZE;2022;PPZ;17,314744;52,338177
MAIZE;2022;GCL;8,0650746;52,8275342
MAIZE;2022;FCN;-0,320736;49,274858
MAIZE;2022;PGA;16,552244;52,527415
MAIZE;2022;PPZ;17,314744;52,338177
MAIZE;2022;SMT;41,372013;52,062133
MAIZE;2022;PWR;17,555616;51,193343
MAIZE;2022;SVO;39,328363;51,975626
MAIZE;2022;GAW;8,251047;51,6930972
MAIZE;2022;FCU;3,824303;49,67118
MAIZE;2022;PPZ;17,314744;52,338177
MAIZE;2022;GAW;8,251047;51,6930972
MAIZE;2022;FSB;-2,997047;48,557128
MAIZE;2022;PPZ;17,314744;52,338177
MAIZE;2022;SVO;39,328363;51,975626
MAIZE;2022;GAX;7,3382976;52,3002485
MAIZE;2022;POP;17,964342;50,578637
MAIZE;2022;FCU;3,824303;49,67118
MAIZE;2022;PWR;17,555616;51,193343
MAIZE;2022;GMO;8,068404;52,836578
MAIZE;2022;SKU;37,423318;51,81703
MAIZE;2022;PGA;16,552244;52,527415
MAIZE;2022;SMT;41,372013;52,062133
MAIZE;2022;FCN;-0,320736;49,274858
MAIZE;2022;GCL;8,0650746;52,8275342
MAIZE;2022;FPR;4,44126;48,394406
MAIZE;2022;FCN;-0,320736;49,274858
MAIZE;2022;FSB;-2,997047;48,557128
MAIZE;2022;FFC;-1,16059;46,4706583
MAIZE;2022;FLB;1,853793;48,464893
MAIZE;2022;FSE;1,234239;47,763115
MAIZE;2022;FDB;0,378046;48,206417
MAIZE;2022;GAN;9,143799;49,280435
MAIZE;2022;PWR;17,57421;51,186162
MAIZE;2022;GAN;9,143799;49,280435
MAIZE;2022;FLB;1,853793;48,464893
MAIZE;2022;FDB;0,378046;48,206417
MAIZE;2022;FSE;1,234239;47,763115
MAIZE;2022;PWR;17,57421;51,186162
MAIZE;2022;GAW;8,251047;51,6930972
MAIZE;2022;GAX;7,3382976;52,3002485
MAIZE;2022;FSB;-2,997047;48,557128
MAIZE;2022;GCL;8,0650746;52,8275342
MAIZE;2022;FCN;-0,320736;49,274858
MAIZE;2022;PGA;16,552244;52,527415
MAIZE;2022;PPZ;17,314744;52,338177
MAIZE;2022;SVO;39,328363;51,975626
MAIZE;2022;PPZ;17,314744;52,338177
MAIZE;2022;PWR;17,555616;51,193343
MAIZE;2022;PWR;17,555616;51,193343
MAIZE;2022;PGA;16,552244;52,527415
MAIZE;2022;FLB;1,853793;48,464893
MAIZE;2022;POP;17,964342;50,578637
MAIZE;2022;RBR;27,756711;45,16167
MAIZE;2022;RTE;27,386525;45,812051
MAIZE;2022;RAL;25,170754;43,90969
MAIZE;2022;BPL;25,320426;43,100298
MAIZE;2017;KPO;34,943204;49,622878
MAIZE;2017;KPO;34,943204;49,622878
MAIZE;2017;KBP;31,056522;50,251299
MAIZE;2017;KOL;32,95283;48,62791
MAIZE;2017;KSU;33,329517;51,006617
MAIZE;2017;KPR;32,506362;50,522844
MAIZE;2017;KPO;34,943204;49,622878
MAIZE;2017;KSU;33,329517;51,006617
MAIZE;2017;KPR;32,506362;50,522844
MAIZE;2017;KOL;32,95283;48,62791
MAIZE;2017;KBP;31,056522;50,251299
MAIZE;2017;KPO;34,943204;49,622878
MAIZE;2017;KOL;32,95283;48,62791
